,date,winner,loser,wrank,lrank,b365w,b365l,surface,winner_is_p1,odd_p1,odd_p2
1848,2002-07-22,Costa A.,Marin J.A.,6,150,1.167,4.5,Clay,1,1.167,4.5
1849,2002-07-22,Davydenko N.,Schuettler R.,93,26,2.375,1.533,Clay,0,1.533,2.375
1850,2002-07-22,Ferrero J.C.,Labadze I.,8,90,1.222,4.0,Clay,1,1.222,4.0
1851,2002-07-22,Gaudio G.,Gaudenzi A.,24,110,1.25,3.75,Clay,1,1.25,3.75
1852,2002-07-22,Hipfl M.,Boutter J.,99,49,2.1,1.667,Clay,0,1.667,2.1
1853,2002-07-22,Kohlmann M.,Mantilla F.,112,55,3.25,1.333,Clay,0,1.333,3.25
1854,2002-07-22,Koubek S.,Voinea A.,40,65,1.727,2.0,Clay,1,1.727,2.0
1855,2002-07-22,Lapentti N.,Furlan R.,21,161,1.222,4.0,Clay,1,1.222,4.0
1856,2002-07-22,Lisnard J.,Rios M.,127,27,2.5,1.5,Clay,0,1.5,2.5
1857,2002-07-22,Massu N.,Canas G.,72,20,2.25,1.571,Clay,0,1.571,2.25
1858,2002-07-22,Pavel A.,Meligeni F.,18,63,1.533,2.375,Clay,1,1.533,2.375
1859,2002-07-22,Sa A.,Calleri A.,57,47,2.625,1.444,Clay,0,1.444,2.625
1860,2002-07-22,Verkerk M.,Arazi H.,109,48,2.5,1.5,Clay,0,1.5,2.5
1861,2002-07-22,Zabaleta M.,Martin A.,43,56,2.0,1.727,Clay,0,1.727,2.0
1862,2002-07-22,Chela J.I.,Davydenko N.,25,93,1.333,3.25,Clay,1,1.333,3.25
1863,2002-07-22,Corretja A.,Lisnard J.,31,127,1.167,4.5,Clay,1,1.167,4.5
1864,2002-07-22,Costa A.,Kohlmann M.,6,112,1.143,5.0,Clay,1,1.143,5.0
1865,2002-07-22,Ferrero J.C.,Verkerk M.,8,109,1.143,5.0,Clay,1,1.143,5.0
1866,2002-07-22,Gaudio G.,Koubek S.,24,40,1.364,3.0,Clay,1,1.364,3.0
1867,2002-07-22,Massu N.,Sa A.,72,57,1.615,2.2,Clay,1,1.615,2.2
1868,2002-07-22,Pavel A.,Hipfl M.,18,99,1.5,2.5,Clay,1,1.5,2.5
1869,2002-07-22,Zabaleta M.,Lapentti N.,43,21,2.2,1.615,Clay,0,1.615,2.2
1870,2002-07-22,Corretja A.,Costa A.,31,6,1.833,1.833,Clay,0,1.833,1.833
1871,2002-07-22,Ferrero J.C.,Chela J.I.,8,25,1.444,2.625,Clay,1,1.444,2.625
1872,2002-07-22,Gaudio G.,Massu N.,24,72,1.364,3.0,Clay,1,1.364,3.0
1873,2002-07-22,Zabaleta M.,Pavel A.,43,18,2.1,1.667,Clay,0,1.667,2.1
1874,2002-07-22,Corretja A.,Gaudio G.,31,24,1.667,2.1,Clay,1,1.667,2.1
1875,2002-07-22,Ferrero J.C.,Zabaleta M.,8,43,1.25,3.75,Clay,1,1.25,3.75
1876,2002-07-22,Corretja A.,Ferrero J.C.,31,8,2.1,1.667,Clay,0,1.667,2.1
1877,2002-07-22,Agassi A.,Carlsen K.,7,107,1.125,5.5,Hard,1,1.125,5.5
1879,2002-07-22,Dent T.,Godwin N.,71,198,1.333,3.0,Hard,1,1.333,3.0
1880,2002-07-22,Gambill J.M.,Chang M.,53,106,1.286,3.25,Hard,1,1.286,3.25
1881,2002-07-22,Ginepri R.,Levy H.,102,328,1.5,2.5,Hard,1,1.5,2.5
1882,2002-07-22,Grosjean S.,Brasington J.,11,128,1.286,3.25,Hard,1,1.286,3.25
1883,2002-07-22,Kiefer N.,Gimelstob J.,61,134,1.5,2.5,Hard,1,1.5,2.5
1884,2002-07-22,Kuerten G.,Bastl G.,19,113,1.286,3.25,Hard,1,1.286,3.25
1885,2002-07-22,Lee M.,Suzuki T.,163,120,1.833,1.833,Hard,0,1.833,1.833
1886,2002-07-22,Llodra M.,Kim K.,101,182,1.25,3.5,Hard,1,1.25,3.5
1887,2002-07-22,Malisse X.,Draper S.,22,196,1.333,3.0,Hard,1,1.333,3.0
1888,2002-07-22,Mirnyi M.,Mamiit C.,29,115,1.5,2.5,Hard,1,1.5,2.5
1889,2002-07-22,Okun N.,Schalken S.,122,23,3.5,1.25,Hard,0,1.25,3.5
1890,2002-07-22,Roddick A.,Lee H.T.,12,96,1.125,5.5,Hard,1,1.125,5.5
1892,2002-07-22,Vahaly B.,Sanguinetti D.,118,54,2.25,1.571,Hard,0,1.571,2.25
1893,2002-07-22,Agassi A.,Ginepri R.,7,102,1.125,5.5,Hard,1,1.125,5.5
1894,2002-07-22,Gambill J.M.,Okun N.,53,122,1.333,3.25,Hard,1,1.333,3.25
1895,2002-07-22,Kiefer N.,Bogomolov Jr.A.,61,278,1.286,3.5,Hard,1,1.286,3.5
1896,2002-07-22,Kuerten G.,Lee M.,19,163,1.143,5.0,Hard,1,1.143,5.0
1897,2002-07-22,Llodra M.,Grosjean S.,101,11,3.25,1.333,Hard,0,1.333,3.25
1898,2002-07-22,Malisse X.,Dent T.,22,71,1.571,2.25,Hard,1,1.571,2.25
1899,2002-07-22,Mirnyi M.,Srichaphan P.,29,60,1.571,2.25,Hard,1,1.571,2.25
1900,2002-07-22,Roddick A.,Vahaly B.,12,118,1.143,5.0,Hard,1,1.143,5.0
1901,2002-07-22,Agassi A.,Kuerten G.,7,19,1.333,3.25,Hard,1,1.333,3.25
1902,2002-07-22,Gambill J.M.,Kiefer N.,53,61,1.615,2.2,Hard,1,1.615,2.2
1903,2002-07-22,Mirnyi M.,Llodra M.,29,101,1.571,2.25,Hard,1,1.571,2.25
1904,2002-07-22,Roddick A.,Malisse X.,12,22,1.5,2.5,Hard,1,1.5,2.5
1905,2002-07-22,Agassi A.,Mirnyi M.,7,29,1.2,4.333,Hard,1,1.2,4.333
1906,2002-07-22,Gambill J.M.,Roddick A.,53,12,2.75,1.4,Hard,0,1.4,2.75
1907,2002-07-22,Agassi A.,Gambill J.M.,7,53,1.286,3.5,Hard,1,1.286,3.5
1908,2002-07-22,Acasuso J.,Horna L.,91,80,1.533,2.375,Clay,1,1.533,2.375
1909,2002-07-22,Galvani S.,Rochus O.,119,64,2.625,1.444,Clay,0,1.444,2.625
1910,2002-07-22,Hrbaty D.,Portas A.,52,70,1.727,2.0,Clay,1,1.727,2.0
1913,2002-07-22,Moya C.,Vinciguerra A.,16,92,1.125,5.5,Clay,1,1.125,5.5
1915,2002-07-22,Rochus C.,Ferrer D.,108,84,2.2,1.615,Clay,0,1.615,2.2
1918,2002-07-22,Savolt A.,Lopez F.,75,79,1.833,1.833,Clay,1,1.833,1.833
1919,2002-07-22,Squillari F.,Sanchez D.,133,58,2.5,1.5,Clay,0,1.5,2.5
1920,2002-07-22,Stoliarov A.,Popp A.,142,95,1.8,1.909,Clay,1,1.8,1.909
1921,2002-07-22,Vacek J.,Kim A.,66,116,2.0,1.727,Clay,0,1.727,2.0
1923,2002-07-22,Youzhny M.,Dabrowski B.,44,500,1.083,7.0,Clay,1,1.083,7.0
1924,2002-07-22,Acasuso J.,Hrbaty D.,91,52,2.0,1.727,Clay,0,1.727,2.0
1925,2002-07-22,Galvani S.,Rosset M.,119,98,1.833,1.833,Clay,0,1.833,1.833
1926,2002-07-22,Moya C.,Stoliarov A.,16,142,1.1,6.5,Clay,1,1.1,6.5
1927,2002-07-22,Rochus C.,Santoro F.,108,38,2.75,1.4,Clay,0,1.4,2.75
1928,2002-07-22,Savolt A.,Novak J.,75,14,3.75,1.25,Clay,0,1.25,3.75
1929,2002-07-22,Squillari F.,Verdasco F.,133,389,1.4,2.75,Clay,1,1.4,2.75
1930,2002-07-22,Vacek J.,Krajan Z.,66,94,2.2,1.615,Clay,0,1.615,2.2
1931,2002-07-22,Youzhny M.,Mathieu P.H.,44,78,1.533,2.375,Clay,1,1.533,2.375
1932,2002-07-22,Acasuso J.,Vacek J.,91,66,1.4,2.75,Clay,1,1.4,2.75
1933,2002-07-22,Moya C.,Galvani S.,16,119,1.111,6.0,Clay,1,1.111,6.0
1934,2002-07-22,Savolt A.,Youzhny M.,75,44,3.0,1.364,Clay,0,1.364,3.0
1935,2002-07-22,Squillari F.,Rochus C.,133,108,1.571,2.25,Clay,1,1.571,2.25
1936,2002-07-22,Acasuso J.,Moya C.,91,16,3.25,1.333,Clay,0,1.333,3.25
1937,2002-07-22,Squillari F.,Savolt A.,133,75,1.615,2.2,Clay,1,1.615,2.2
1938,2002-07-22,Acasuso J.,Squillari F.,91,133,1.667,2.1,Clay,1,1.667,2.1
1939,2002-07-29,Blake J.,Larose S.,31,560,1.083,7.0,Hard,1,1.083,7.0
1940,2002-07-29,Canas G.,Federer R.,19,10,2.375,1.533,Hard,0,1.533,2.375
1941,2002-07-29,Dent T.,Norman M.,75,198,1.4,2.75,Hard,1,1.4,2.75
1942,2002-07-29,El Aynaoui Y.,Kiefer N.,18,58,1.8,1.909,Hard,1,1.8,1.909
1943,2002-07-29,Ferrero J.C.,Enqvist T.,8,33,2.1,1.667,Hard,0,1.667,2.1
1944,2002-07-29,Grosjean S.,Ulihrach B.,11,61,1.364,3.0,Hard,1,1.364,3.0
1945,2002-07-29,Haas T.,Niemeyer F.,3,222,1.143,5.0,Hard,1,1.143,5.0
1946,2002-07-29,Henman T.,Vicente F.,4,50,1.125,5.5,Hard,1,1.125,5.5
1948,2002-07-29,Kafelnikov Y.,Mirnyi M.,5,29,1.615,2.2,Hard,1,1.615,2.2
1949,2002-07-29,Koubek S.,Gonzalez F.,42,43,1.833,1.833,Hard,1,1.833,1.833
1950,2002-07-29,Lapentti N.,Gaudio G.,28,21,1.833,1.833,Hard,0,1.833,1.833
1951,2002-07-29,Lee H.T.,Clement A.,94,37,2.625,1.444,Hard,0,1.444,2.625
1952,2002-07-29,Mantilla F.,Hewitt L.,55,1,6.5,1.1,Hard,0,1.1,6.5
1953,2002-07-29,Martin T.,Rusedski G.,47,39,1.727,2.0,Hard,1,1.727,2.0
1954,2002-07-29,Moya C.,Boutter J.,16,51,1.5,2.5,Hard,1,1.5,2.5
1955,2002-07-29,Nalbandian D.,Saulnier C.,14,156,1.4,2.75,Hard,1,1.4,2.75
1956,2002-07-29,Nieminen J.,Krajicek R.,38,153,2.375,1.533,Hard,0,1.533,2.375
1957,2002-07-29,Novak J.,Malisse X.,13,24,1.8,1.909,Hard,1,1.8,1.909
1959,2002-07-29,Pless K.,Nestor D.,88,651,1.571,2.25,Hard,1,1.571,2.25
1961,2002-07-29,Robredo T.,Schuettler R.,34,26,2.0,1.727,Hard,0,1.727,2.0
1962,2002-07-29,Roddick A.,Hrbaty D.,12,53,1.143,5.0,Hard,1,1.143,5.0
1963,2002-07-29,Safin M.,Chela J.I.,2,25,1.333,3.25,Hard,1,1.333,3.25
1964,2002-07-29,Sampras P.,Ferreira W.,15,45,1.571,2.25,Hard,1,1.571,2.25
1965,2002-07-29,Santoro F.,Dancevic F.,40,625,1.143,5.0,Hard,1,1.143,5.0
1967,2002-07-29,Spadea V.,Costa A.,74,7,2.375,1.533,Hard,0,1.533,2.375
1968,2002-07-29,Srichaphan P.,Kratochvil M.,60,36,2.0,1.727,Hard,0,1.727,2.0
1969,2002-07-29,Stepanek R.,Kim A.,85,116,1.571,2.25,Hard,1,1.571,2.25
1970,2002-07-29,Zabaleta M.,Sanguinetti D.,35,54,1.8,1.909,Hard,1,1.8,1.909
1971,2002-07-29,Canas G.,Srichaphan P.,19,60,1.4,2.75,Hard,1,1.4,2.75
1972,2002-07-29,Dent T.,Mantilla F.,75,55,1.444,2.625,Hard,1,1.444,2.625
1973,2002-07-29,Grosjean S.,Nieminen J.,11,38,1.444,2.625,Hard,1,1.444,2.625
1974,2002-07-29,Haas T.,Schalken S.,3,22,1.571,2.25,Hard,1,1.571,2.25
1975,2002-07-29,Henman T.,Blake J.,4,31,1.5,2.5,Hard,1,1.5,2.5
1976,2002-07-29,Kafelnikov Y.,El Aynaoui Y.,5,18,1.533,2.375,Hard,1,1.533,2.375
1977,2002-07-29,Koubek S.,Ferrero J.C.,42,8,2.75,1.4,Hard,0,1.4,2.75
1978,2002-07-29,Martin T.,Johansson T.,47,9,1.833,1.833,Hard,0,1.833,1.833
1979,2002-07-29,Nalbandian D.,Robredo T.,14,34,1.667,2.1,Hard,1,1.667,2.1
1980,2002-07-29,Novak J.,Zabaleta M.,13,35,1.4,2.75,Hard,1,1.4,2.75
1981,2002-07-29,Rios M.,Moya C.,27,16,2.25,1.571,Hard,0,1.571,2.25
1982,2002-07-29,Roddick A.,Lapentti N.,12,28,1.286,3.5,Hard,1,1.286,3.5
1983,2002-07-29,Safin M.,Pavel A.,2,17,1.364,3.0,Hard,1,1.364,3.0
1984,2002-07-29,Sampras P.,Lee H.T.,15,94,1.25,3.75,Hard,1,1.25,3.75
1985,2002-07-29,Santoro F.,Pless K.,40,88,1.444,2.625,Hard,1,1.444,2.625
1986,2002-07-29,Stepanek R.,Spadea V.,85,74,2.1,1.667,Hard,0,1.667,2.1
1987,2002-07-29,Canas G.,Kafelnikov Y.,19,5,1.833,1.833,Hard,0,1.833,1.833
1988,2002-07-29,Grosjean S.,Stepanek R.,11,85,1.333,3.25,Hard,1,1.333,3.25
1989,2002-07-29,Haas T.,Sampras P.,3,15,1.8,1.909,Hard,1,1.8,1.909
1990,2002-07-29,Nalbandian D.,Henman T.,14,4,3.25,1.333,Hard,0,1.333,3.25
1991,2002-07-29,Novak J.,Dent T.,13,75,1.533,2.375,Hard,1,1.533,2.375
1992,2002-07-29,Roddick A.,Koubek S.,12,42,1.25,3.75,Hard,1,1.25,3.75
1993,2002-07-29,Safin M.,Rios M.,2,27,1.333,3.25,Hard,1,1.333,3.25
1994,2002-07-29,Santoro F.,Martin T.,40,47,3.0,1.364,Hard,0,1.364,3.0
1995,2002-07-29,Canas G.,Safin M.,19,2,2.5,1.5,Hard,0,1.5,2.5
1996,2002-07-29,Haas T.,Santoro F.,3,40,1.286,3.5,Hard,1,1.286,3.5
1997,2002-07-29,Novak J.,Grosjean S.,13,11,1.909,1.8,Hard,0,1.8,1.909
1998,2002-07-29,Roddick A.,Nalbandian D.,12,14,1.364,3.0,Hard,1,1.364,3.0
1999,2002-07-29,Canas G.,Haas T.,19,3,1.909,1.8,Hard,0,1.8,1.909
2000,2002-07-29,Roddick A.,Novak J.,12,13,1.4,2.75,Hard,1,1.4,2.75
2001,2002-07-29,Canas G.,Roddick A.,19,12,2.5,1.5,Hard,0,1.5,2.5
2002,2002-08-05,Agassi A.,El Aynaoui Y.,6,18,1.167,4.5,Hard,1,1.167,4.5
2003,2002-08-05,Arthurs W.,Okun N.,70,118,1.571,2.25,Hard,1,1.571,2.25
2004,2002-08-05,Blake J.,Pavel A.,30,29,2.0,1.727,Hard,0,1.727,2.0
2005,2002-08-05,Chang M.,Haas T.,111,3,5.0,1.143,Hard,0,1.143,5.0
2006,2002-08-05,Coria G.,Chela J.I.,94,25,2.25,1.571,Hard,0,1.571,2.25
2007,2002-08-05,Costa A.,Lapentti N.,7,27,2.1,1.667,Hard,0,1.667,2.1
2008,2002-08-05,Dent T.,Johansson T.,67,11,2.25,1.571,Hard,0,1.571,2.25
2009,2002-08-05,Enqvist T.,Koubek S.,31,37,1.571,2.25,Hard,1,1.571,2.25
2010,2002-08-05,Ferreira W.,Zabaleta M.,44,32,1.5,2.5,Hard,1,1.5,2.5
2011,2002-08-05,Ferrero J.C.,Delgado R.,8,136,1.333,3.25,Hard,1,1.333,3.25
2012,2002-08-05,Gambill J.M.,Norman M.,48,227,1.286,3.5,Hard,1,1.286,3.5
2014,2002-08-05,Henman T.,Kuerten G.,5,19,1.5,2.5,Hard,1,1.5,2.5
2015,2002-08-05,Hewitt L.,Ginepri R.,1,108,1.083,7.0,Hard,1,1.083,7.0
2016,2002-08-05,Hrbaty D.,Grosjean S.,54,10,3.25,1.333,Hard,0,1.333,3.25
2017,2002-08-05,Kiefer N.,Mirnyi M.,60,28,2.1,1.667,Hard,0,1.667,2.1
2018,2002-08-05,Krajicek R.,Novak J.,152,13,2.375,1.533,Hard,0,1.533,2.375
2019,2002-08-05,Lee H.T.,Ulihrach B.,85,76,1.833,1.833,Hard,0,1.833,1.833
2020,2002-08-05,Ljubicic I.,Federer R.,34,14,2.5,1.5,Hard,0,1.5,2.5
2021,2002-08-05,Malisse X.,Boutter J.,23,51,1.5,2.5,Hard,1,1.5,2.5
2022,2002-08-05,Moya C.,Saulnier C.,17,166,1.3,3.4,Hard,1,1.3,3.4
2023,2002-08-05,Nieminen J.,Nalbandian D.,35,15,2.75,1.4,Hard,0,1.4,2.75
2024,2002-08-05,Philippoussis M.,Santoro F.,77,42,1.615,2.2,Hard,1,1.615,2.2
2025,2002-08-05,Rios M.,Gaudio G.,24,21,1.727,2.0,Hard,1,1.727,2.0
2026,2002-08-05,Robredo T.,Martin T.,33,45,2.5,1.5,Hard,0,1.5,2.5
2027,2002-08-05,Roddick A.,Kratochvil M.,9,36,1.167,4.5,Hard,1,1.167,4.5
2028,2002-08-05,Rusedski G.,Safin M.,38,2,2.75,1.4,Hard,0,1.4,2.75
2029,2002-08-05,Sampras P.,Canas G.,16,12,1.909,1.8,Hard,0,1.8,1.909
2030,2002-08-05,Sanguinetti D.,Bjorkman J.,53,47,2.375,1.533,Hard,0,1.533,2.375
2031,2002-08-05,Schalken S.,Mantilla F.,20,50,1.533,2.375,Hard,1,1.533,2.375
2032,2002-08-05,Schuettler R.,Kafelnikov Y.,26,4,2.625,1.444,Hard,0,1.444,2.625
2033,2002-08-05,Vicente F.,Morrison J.,52,101,2.0,1.727,Hard,0,1.727,2.0
2034,2002-08-05,Agassi A.,Coria G.,6,94,1.125,5.5,Hard,1,1.125,5.5
2035,2002-08-05,Arthurs W.,Sampras P.,70,16,3.0,1.364,Hard,0,1.364,3.0
2036,2002-08-05,Chang M.,Vicente F.,111,52,1.833,1.833,Hard,0,1.833,1.833
2037,2002-08-05,Dent T.,Rios M.,67,24,2.25,1.571,Hard,0,1.571,2.25
2038,2002-08-05,Enqvist T.,Hrbaty D.,31,54,1.5,2.5,Hard,1,1.5,2.5
2039,2002-08-05,Ferreira W.,Costa A.,44,7,1.667,2.1,Hard,1,1.667,2.1
2040,2002-08-05,Ferrero J.C.,Blake J.,8,30,1.8,1.909,Hard,1,1.8,1.909
2043,2002-08-05,Krajicek R.,Philippoussis M.,152,77,1.909,1.8,Hard,0,1.8,1.909
2044,2002-08-05,Malisse X.,Ljubicic I.,23,34,1.615,2.2,Hard,1,1.615,2.2
2045,2002-08-05,Moya C.,Schalken S.,17,20,1.727,2.0,Hard,1,1.727,2.0
2046,2002-08-05,Nieminen J.,Lee H.T.,35,85,1.8,1.909,Hard,1,1.8,1.909
2047,2002-08-05,Robredo T.,Rusedski G.,33,38,2.375,1.533,Hard,0,1.533,2.375
2048,2002-08-05,Roddick A.,Kiefer N.,9,60,1.286,3.5,Hard,1,1.286,3.5
2049,2002-08-05,Schuettler R.,Gambill J.M.,26,48,2.375,1.533,Hard,0,1.533,2.375
2050,2002-08-05,Agassi A.,Enqvist T.,6,31,1.286,3.5,Hard,1,1.286,3.5
2051,2002-08-05,Arthurs W.,Robredo T.,70,33,2.0,1.727,Hard,0,1.727,2.0
2052,2002-08-05,Ferrero J.C.,Dent T.,8,67,1.8,1.909,Hard,1,1.8,1.909
2054,2002-08-05,Hewitt L.,Nieminen J.,1,35,1.083,7.0,Hard,1,1.083,7.0
2055,2002-08-05,Moya C.,Chang M.,17,111,1.25,3.75,Hard,1,1.25,3.75
2056,2002-08-05,Roddick A.,Ferreira W.,9,44,1.364,3.0,Hard,1,1.364,3.0
2057,2002-08-05,Schuettler R.,Malisse X.,26,23,2.25,1.571,Hard,0,1.571,2.25
2058,2002-08-05,Ferrero J.C.,Arthurs W.,8,70,1.615,2.2,Hard,1,1.615,2.2
2060,2002-08-05,Hewitt L.,Agassi A.,1,6,1.667,2.1,Hard,1,1.667,2.1
2061,2002-08-05,Moya C.,Schuettler R.,17,26,1.615,2.2,Hard,1,1.615,2.2
2062,2002-08-05,Hewitt L.,Gonzalez F.,1,39,1.167,4.5,Hard,1,1.167,4.5
2063,2002-08-05,Moya C.,Ferrero J.C.,17,8,1.833,1.833,Hard,0,1.833,1.833
2064,2002-08-05,Moya C.,Hewitt L.,17,1,3.25,1.333,Hard,0,1.333,3.25
2065,2002-08-12,Ancic M.,Fukarek O.,129,117,1.615,2.2,Hard,1,1.615,2.2
2066,2002-08-12,Arthurs W.,Lee H.T.,53,80,1.615,2.2,Hard,1,1.615,2.2
2067,2002-08-12,Clavet F.,Phau B.,87,134,1.571,2.25,Hard,1,1.571,2.25
2068,2002-08-12,Clement A.,Bjorkman J.,42,46,1.727,2.0,Hard,1,1.727,2.0
2069,2002-08-12,Dent T.,Weiner G.,56,496,1.2,4.0,Hard,1,1.2,4.0
2071,2002-08-12,Ferreira W.,Baker B.,38,816,1.111,6.0,Hard,1,1.111,6.0
2072,2002-08-12,Kiefer N.,Pless K.,65,81,1.444,2.625,Hard,1,1.444,2.625
2075,2002-08-12,Mantilla F.,Heuberger I.,51,128,1.364,2.875,Hard,1,1.364,2.875
2076,2002-08-12,Martin A.,Larsson M.,68,160,1.727,2.0,Hard,1,1.727,2.0
2077,2002-08-12,Massu N.,Ram R.,66,1109,1.111,6.0,Hard,1,1.111,6.0
2078,2002-08-12,Mirnyi M.,Mathieu P.H.,31,86,1.4,2.75,Hard,1,1.4,2.75
2079,2002-08-12,Norman M.,Ginepri R.,232,103,1.833,1.833,Hard,0,1.833,1.833
2080,2002-08-12,Pavel A.,Morrison J.,29,109,1.364,2.875,Hard,1,1.364,2.875
2081,2002-08-12,Popp A.,Saulnier C.,93,158,2.0,1.727,Hard,0,1.727,2.0
2083,2002-08-12,Roux L.,Lopez F.,331,77,2.25,1.571,Hard,0,1.571,2.25
2084,2002-08-12,Rusedski G.,Montanes A.,41,58,1.167,4.5,Hard,1,1.167,4.5
2085,2002-08-12,Santoro F.,Levy H.,43,319,1.333,3.0,Hard,1,1.333,3.0
2086,2002-08-12,Sargsian S.,Llodra M.,98,95,2.375,1.533,Hard,0,1.533,2.375
2087,2002-08-12,Schuettler R.,Philippoussis M.,24,71,1.909,1.8,Hard,0,1.8,1.909
2088,2002-08-12,Verkerk M.,Ljubicic I.,107,37,3.25,1.286,Hard,0,1.286,3.25
2089,2002-08-12,Ancic M.,Kafelnikov Y.,129,4,3.25,1.333,Hard,0,1.333,3.25
2090,2002-08-12,Clement A.,Ferreira W.,42,38,1.909,1.8,Hard,0,1.8,1.909
2092,2002-08-12,Grosjean S.,Sargsian S.,11,98,1.3,3.4,Hard,1,1.3,3.4
2094,2002-08-12,Henman T.,Massu N.,5,66,1.25,3.75,Hard,1,1.25,3.75
2095,2002-08-12,Hewitt L.,Martin A.,1,68,1.111,6.0,Hard,1,1.111,6.0
2096,2002-08-12,Kiefer N.,Mirnyi M.,65,31,1.833,1.833,Hard,0,1.833,1.833
2097,2002-08-12,Kratochvil M.,Prinosil D.,35,259,1.364,3.0,Hard,1,1.364,3.0
2098,2002-08-12,Malisse X.,Dent T.,19,56,1.571,2.25,Hard,1,1.571,2.25
2099,2002-08-12,Mantilla F.,El Aynaoui Y.,51,20,2.75,1.4,Hard,0,1.4,2.75
2100,2002-08-12,Pavel A.,Clavet F.,29,87,1.364,3.0,Hard,1,1.364,3.0
2101,2002-08-12,Rusedski G.,Roux L.,41,331,1.143,5.0,Hard,1,1.143,5.0
2102,2002-08-12,Santoro F.,Arthurs W.,43,53,1.833,1.833,Hard,1,1.833,1.833
2103,2002-08-12,Schuettler R.,Erlich J.,24,456,1.167,4.5,Hard,1,1.167,4.5
2104,2002-08-12,Verkerk M.,Popp A.,107,93,1.833,1.833,Hard,0,1.833,1.833
2105,2002-08-12,Clement A.,Ancic M.,42,129,1.444,2.625,Hard,1,1.444,2.625
2106,2002-08-12,di Pasquale A.,Santoro F.,141,43,3.0,1.364,Hard,0,1.364,3.0
2107,2002-08-12,Grosjean S.,Kiefer N.,11,65,1.571,2.25,Hard,1,1.571,2.25
2108,2002-08-12,Haas T.,Kratochvil M.,3,35,1.4,2.75,Hard,1,1.4,2.75
2109,2002-08-12,Mantilla F.,Pavel A.,51,29,2.375,1.533,Hard,0,1.533,2.375
2110,2002-08-12,Rusedski G.,Hewitt L.,41,1,4.0,1.222,Hard,0,1.222,4.0
2111,2002-08-12,Schuettler R.,Malisse X.,24,19,1.833,1.833,Hard,0,1.833,1.833
2113,2002-08-12,Haas T.,Grosjean S.,3,11,1.727,2.0,Hard,1,1.727,2.0
2114,2002-08-12,Mantilla F.,Clement A.,51,42,2.0,1.727,Hard,0,1.727,2.0
2115,2002-08-12,Rusedski G.,Verkerk M.,41,107,1.25,3.75,Hard,1,1.25,3.75
2116,2002-08-12,Schuettler R.,di Pasquale A.,24,141,1.3,3.4,Hard,1,1.3,3.4
2117,2002-08-12,Mantilla F.,Schuettler R.,51,24,2.375,1.533,Hard,0,1.533,2.375
2118,2002-08-12,Rusedski G.,Haas T.,41,3,2.1,1.667,Hard,0,1.667,2.1
2119,2002-08-12,Rusedski G.,Mantilla F.,41,51,1.444,2.625,Hard,1,1.444,2.625
2120,2002-08-12,Bryan B.,Udomchoke D.,249,221,1.667,2.1,Hard,1,1.667,2.1
2121,2002-08-12,Burgsmuller L.,Godwin N.,85,209,1.533,2.375,Hard,1,1.533,2.375
2122,2002-08-12,Chang M.,Lee M.,96,167,1.4,2.75,Hard,1,1.4,2.75
2123,2002-08-12,Coria G.,Black W.,84,358,1.444,2.625,Hard,1,1.444,2.625
2124,2002-08-12,Dancevic F.,Davydenko N.,587,90,3.0,1.333,Hard,0,1.333,3.0
2125,2002-08-12,Gimelstob J.,Carlsen K.,136,106,2.1,1.667,Hard,0,1.667,2.1
2128,2002-08-12,Kim A.,Saretta F.,112,72,2.2,1.615,Hard,0,1.615,2.2
2130,2002-08-12,Kucera K.,Mamiit C.,73,118,1.667,2.1,Hard,1,1.667,2.1
2131,2002-08-12,Martin T.,Galvani S.,47,108,1.167,4.5,Hard,1,1.167,4.5
2132,2002-08-12,Meligeni F.,Suzuki T.,61,119,1.667,2.1,Hard,1,1.667,2.1
2133,2002-08-12,Ogorodov O.,Varlet J.,139,185,1.667,2.1,Hard,1,1.667,2.1
2134,2002-08-12,Okun N.,Goldstein P.,113,188,1.667,2.1,Hard,1,1.667,2.1
2135,2002-08-12,Pioline C.,Vinciguerra A.,125,100,1.571,2.25,Hard,1,1.571,2.25
2136,2002-08-12,Russell M.,Rochus C.,182,102,1.833,1.833,Hard,0,1.833,1.833
2137,2002-08-12,Savolt A.,Stoliarov A.,70,130,1.909,1.8,Hard,0,1.8,1.909
2138,2002-08-12,Simoni A.,Dupuis A.,126,99,2.1,1.667,Hard,0,1.667,2.1
2139,2002-08-12,Sluiter R.,Hrbaty D.,83,50,2.625,1.444,Hard,0,1.444,2.625
2140,2002-08-12,Srichaphan P.,Gaudenzi A.,54,110,1.5,2.5,Hard,1,1.5,2.5
2143,2002-08-12,Vicente F.,Rochus O.,48,63,1.833,1.833,Hard,1,1.833,1.833
2144,2002-08-12,Agassi A.,Okun N.,6,113,1.1,6.5,Hard,1,1.1,6.5
2145,2002-08-12,Blake J.,Ogorodov O.,32,139,1.2,4.333,Hard,1,1.2,4.333
2146,2002-08-12,Burgsmuller L.,Vicente F.,85,48,1.8,1.909,Hard,1,1.8,1.909
2147,2002-08-12,Coria G.,Gonzalez F.,84,27,2.375,1.533,Hard,0,1.533,2.375
2148,2002-08-12,Corretja A.,Simoni A.,22,126,1.286,3.5,Hard,1,1.286,3.5
2149,2002-08-12,Enqvist T.,Russell M.,28,182,1.286,3.5,Hard,1,1.286,3.5
