,inverted_log_rank_p1,rank_diff_binned,log_odd_ratio,surface_Clay,surface_Hard,surface_Grass,h2h_binned,consecutive_wins_p1,consecutive_wins_p2,consecutive_losses_p1,consecutive_losses_p2,consecutive_results,rank_evol_p1_binned,rank_evol_p2_binned,rank_combined_binned,odd_p1,odd_p2
13506,0.2239186238120062,5,1.2992829841302609,1,0,0,0,0.5,1,1,1.0,1,1,0,7,1.5,2.5
33188,0.43429448190325176,4,1.6094379124341003,0,1,0,1,0.5,0,1,0.0,0,0,0,4,1.25,3.75
32150,0.5138983423697507,10,2.2414974010142075,1,0,0,1,0.5,1,1,0.0,0,0,0,10,1.08,8.0
6244,0.2969742043733701,12,1.5686159179138452,0,1,0,0,0.5,1,0,0.0,0,1,1,11,1.25,3.5
31002,0.36067376022224085,7,1.2992829841302609,0,1,0,1,1.0,1,1,0.5,1,1,1,7,1.5,2.5
30968,0.43429448190325176,3,1.3634663285636899,0,1,0,1,0.5,0,1,0.0,0,0,0,3,1.44,2.75
10802,0.318928988903801,2,1.2666713985415,0,1,0,1,1.0,1,1,0.0,1,0,0,2,1.53,2.37
9464,0.5581106265512472,11,1.6636776813710972,0,1,0,0,0.5,1,1,0.0,1,0,0,11,1.22,4.0
5763,0.2269261879165124,9,1.0986122886681098,1,0,0,0,0.5,1,1,1.0,1,1,0,11,1.83,1.83
31960,0.22449978268220952,2,1.3401049786505161,0,1,0,1,0.5,1,1,0.5,1,1,1,6,1.44,2.62
21785,0.5581106265512472,7,1.6486586255873816,0,0,1,0,1.0,1,1,0.0,1,0,0,7,1.25,4.0
22856,0.2473379469500514,1,1.2666713985415,0,1,0,0,0.5,0,1,0.0,0,0,0,1,1.53,2.37
37659,0.2835784920513334,8,1.4364841056437456,0,0,1,1,0.5,1,1,0.5,1,0,0,8,1.36,3.0
35164,0.3459762562611936,9,1.6094379124341003,0,0,1,0,0.5,1,1,0.0,0,0,0,9,1.25,3.75
20647,0.43429448190325176,5,2.2562447557353433,1,0,0,1,0.5,0,1,0.0,0,0,0,5,1.06,8.0
25478,0.29401410379520604,7,1.4914668891843443,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.33,3.25
6524,0.29120667621996243,11,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,1,0,11,1.66,2.1
16862,0.5138983423697507,12,2.82443879229206,0,1,0,0,1.0,1,1,0.0,1,0,0,12,1.01,15.0
1281,0.23868315209103041,7,1.1499634852588554,0,1,0,0,0.5,1,1,0.5,1,1,1,7,1.727,2.0
22077,0.29401410379520604,7,1.2666713985415,1,0,0,0,0.5,1,0,0.0,0,0,0,7,1.53,2.37
1163,0.48089834696298783,9,1.767473800388681,0,1,0,0,1.0,1,1,0.0,1,0,0,9,1.167,4.5
20962,0.7213475204444817,2,2.248829349689222,1,0,0,1,0.5,1,1,0.0,1,0,0,2,1.07,8.0
5633,0.269282508064391,3,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,0,0,1,3,1.5,2.5
33362,0.269282508064391,12,1.7242535868626816,0,1,0,0,0.5,1,1,1.0,1,0,1,12,1.2,4.33
21171,0.5581106265512472,12,2.82443879229206,1,0,0,0,0.5,1,1,0.5,1,1,1,12,1.01,15.0
10480,0.2611892565642242,11,1.2138616364551833,1,0,0,0,0.5,1,0,0.0,0,1,0,11,1.61,2.2
1061,0.6213349345596119,12,1.8522983137736986,0,1,0,0,0.5,1,1,1.0,1,0,1,12,1.143,5.0
22392,0.2749075777424936,5,1.4914668891843443,0,1,0,0,0.5,1,1,0.5,1,0,1,4,1.33,3.25
27348,0.3898712452512801,5,2.2414974010142075,1,0,0,1,1.0,1,1,0.0,1,0,0,5,1.08,8.0
26408,0.28599966750267436,8,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,0,0,8,1.66,2.1
6219,0.6213349345596119,6,1.9330730022946325,0,1,0,1,0.5,0,1,0.0,0,0,0,6,1.12,5.5
1599,0.3459762562611936,7,1.233204014336522,0,1,0,0,0.5,1,1,0.0,1,0,0,7,1.571,2.25
6788,0.35295612386476116,12,1.2138616364551833,0,1,0,0,0.5,1,0,0.0,0,1,0,12,1.61,2.2
26632,0.20544281918875867,0,1.1514547700424898,1,0,0,0,0.5,1,1,1.0,1,0,0,0,1.72,2.0
2954,0.43429448190325176,2,1.1499634852588554,0,1,0,0,1.0,1,1,0.0,1,0,0,2,1.727,2.0
37985,0.31465798044412485,13,1.842190322854947,0,1,0,0,0.5,1,1,0.0,1,0,0,13,1.16,5.0
24906,0.2201045822301589,2,1.1514547700424898,1,0,0,0,0.5,1,1,1.0,1,0,1,2,1.72,2.0
9595,0.21908933281411486,1,1.2666713985415,1,0,0,0,0.5,1,1,1.0,1,0,1,1,1.53,2.37
26285,0.6213349345596119,2,1.4288539755386866,0,1,0,0,0.5,1,1,1.0,1,0,0,2,1.38,3.0
14499,0.2269261879165124,11,1.3773256911371303,1,0,0,0,0.5,1,0,0.0,0,1,1,7,1.4,2.75
4523,0.24627854581449443,5,1.1499634852588554,1,0,0,0,0.5,1,1,1.0,1,1,0,5,1.727,2.0
26939,0.5138983423697507,8,2.2414974010142075,0,1,0,1,0.5,0,1,0.0,0,0,0,8,1.08,8.0
13766,0.7213475204444817,9,2.82443879229206,1,0,0,1,0.5,1,1,0.0,0,0,1,8,1.01,15.0
38662,0.3396232718951086,3,1.290330372858147,0,1,0,0,1.0,1,1,0.0,1,0,0,3,1.53,2.5
9802,0.209243389805969,0,1.380884068391643,1,0,0,0,0.5,1,1,1.0,1,0,0,0,1.39,2.75
8135,0.3789231816899512,7,1.4364841056437456,0,1,0,1,0.5,1,1,0.0,0,0,0,8,1.36,3.0
21674,0.36926937306885504,6,1.4914668891843443,0,0,1,0,0.5,1,1,0.5,1,0,0,6,1.33,3.25
26458,0.19195751186603457,0,1.4364841056437456,0,1,0,0,0.5,1,1,0.5,1,1,0,0,1.36,3.0
6,0.36926937306885504,11,1.8522983137736986,0,0,1,0,0.5,1,1,1.0,1,1,0,11,1.143,5.0
26437,0.2148707605483044,13,1.1169614273363062,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.8,1.9
3272,0.21908933281411486,2,1.233204014336522,0,1,0,0,0.5,1,0,0.0,0,0,1,1,1.571,2.25
23,0.265872585674852,8,1.233204014336522,0,0,1,0,0.5,1,1,0.0,1,0,0,8,1.571,2.25
27188,0.5581106265512472,9,2.8071777398219884,1,0,0,1,0.5,1,1,0.0,0,0,0,9,1.03,15.0
23628,0.2518706487516997,11,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,0,0,11,1.66,2.1
25891,0.22509081678177853,13,1.4914668891843443,0,1,0,0,0.5,1,1,0.5,1,1,0,13,1.33,3.25
17873,0.21959311237518594,2,1.1169614273363062,0,0,1,0,0.5,1,0,0.0,0,0,1,1,1.8,1.9
11960,0.19001688568106462,0,1.380884068391643,1,0,0,0,0.5,1,1,0.5,1,1,1,0,1.39,2.75
33317,0.3789231816899512,10,2.2414974010142075,0,1,0,1,0.5,1,1,0.0,0,1,0,10,1.08,8.0
26089,0.7213475204444817,8,2.3504763806984608,0,1,0,1,1.0,1,1,0.0,1,0,0,8,1.06,9.0
36078,0.9102392266268373,4,1.9205280757838963,0,1,0,1,0.5,0,1,0.0,0,0,0,4,1.14,5.5
7335,0.24044917348149392,1,1.233469765560689,1,0,0,0,0.5,1,1,1.0,1,1,1,1,1.57,2.25
1503,0.2769378934088574,7,1.2126041772712242,0,1,0,0,1.0,1,1,0.0,1,0,0,7,1.615,2.2
24121,0.25694917118487537,11,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,0,1,10,1.57,2.25
14054,0.6213349345596119,11,2.622107771301485,0,0,1,0,0.5,1,1,0.0,0,1,0,11,1.02,12.0
6636,0.9102392266268373,4,2.2562447557353433,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.06,8.0
25944,0.269282508064391,12,1.6094379124341003,0,1,0,0,1.0,1,1,1.0,1,1,0,12,1.25,3.75
15878,0.2422988705246811,7,1.3401049786505161,0,1,0,0,0.5,1,1,0.5,1,1,1,5,1.44,2.62
26282,0.5138983423697507,2,1.842190322854947,0,1,0,0,0.5,1,1,1.0,1,0,0,2,1.16,5.0
7468,0.28853900817779266,13,1.7714394667370974,0,0,1,0,0.5,1,1,0.0,0,0,1,13,1.16,4.5
28214,0.2790553132756236,5,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,0,0,4,1.5,2.5
4745,0.1880363739737936,0,1.233469765560689,1,0,0,1,1.0,1,1,0.0,1,0,0,0,1.57,2.25
39315,0.33380820069533407,7,1.2666713985415,0,1,0,0,0.5,1,1,0.0,0,1,0,8,1.53,2.37
37598,0.28599966750267436,12,1.6094379124341003,0,0,1,0,0.5,1,1,0.0,1,0,0,12,1.25,3.75
22792,0.29401410379520604,8,1.6094379124341003,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.25,3.75
1698,0.24627854581449443,4,1.1499634852588554,0,1,0,0,0.5,0,1,0.0,0,0,0,4,1.727,2.0
24212,0.20178266682373375,0,1.3773256911371303,1,0,0,0,0.5,1,1,1.0,1,0,1,0,1.4,2.75
31724,0.318928988903801,9,1.995671658614377,0,1,0,0,0.5,1,1,0.0,1,0,0,9,1.12,6.0
14660,0.23699447183691388,7,1.233469765560689,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.57,2.25
1103,0.2530848692773169,0,1.1816499072354991,0,0,1,0,0.5,1,0,0.0,0,0,1,0,1.667,2.1
39200,0.2473379469500514,9,1.529395204760564,1,0,0,0,0.5,1,0,0.0,0,1,0,9,1.3,3.4
33681,0.3789231816899512,6,1.7601930032602204,0,1,0,1,0.5,1,1,1.0,1,0,0,7,1.18,4.5
25977,0.40242960438184466,2,1.2666713985415,0,1,0,0,0.5,0,1,0.0,0,0,0,2,1.53,2.37
8475,0.21762218018550925,12,1.183278213083103,0,1,0,1,0.5,1,1,0.5,1,0,0,12,1.66,2.1
31209,0.3001016285004131,12,1.7601930032602204,0,1,0,0,0.5,1,0,0.0,0,0,1,12,1.18,4.5
27968,0.20011157125545861,0,1.1514547700424898,0,1,0,0,0.5,1,0,0.0,0,1,0,0,1.72,2.0
19432,0.23782951347935782,13,2.622107771301485,0,1,0,0,0.5,1,1,0.0,0,1,0,13,1.02,12.0
16828,0.19904931971422546,0,1.183278213083103,0,1,0,0,0.5,1,1,0.5,1,1,1,0,1.66,2.1
33033,0.24954251462921184,3,1.3773256911371303,0,1,0,0,0.5,1,1,1.0,1,0,0,3,1.4,2.75
31588,0.29401410379520604,6,1.7601930032602204,0,1,0,0,0.5,1,1,0.0,1,0,0,6,1.18,4.5
25782,0.318928988903801,10,2.2562447557353433,0,1,0,0,0.5,1,1,0.0,1,0,0,10,1.06,8.0
29012,0.2162174871877535,12,1.2138616364551833,0,1,0,0,0.5,1,1,0.0,0,0,0,12,1.61,2.2
6215,0.269282508064391,1,1.1169614273363062,0,1,0,1,0.5,0,1,0.0,0,0,0,1,1.8,1.9
27851,0.2103673139243114,8,1.3773256911371303,1,0,0,0,0.5,1,1,1.0,1,0,0,11,1.4,2.75
6365,0.45511961331341866,10,2.1378851375499104,0,1,0,0,0.5,1,1,0.0,1,0,0,10,1.08,7.0
31970,0.2969742043733701,7,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,1,0,8,1.66,2.1
22648,0.40242960438184466,5,1.6094379124341003,0,1,0,1,1.0,1,1,0.0,1,0,0,6,1.25,3.75
6649,0.269282508064391,8,1.5548497221496973,0,1,0,0,1.0,1,1,0.0,1,0,0,8,1.28,3.5
8745,0.40242960438184466,10,1.9330730022946325,0,0,1,1,0.5,0,1,0.0,0,0,0,10,1.12,5.5
5086,0.2222316216158104,8,1.1816499072354991,0,0,1,0,0.5,1,1,1.0,1,1,0,9,1.667,2.1
2932,0.9102392266268373,13,2.460335389057495,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.03,10.0
7620,0.3396232718951086,12,2.5399953216067406,0,0,1,0,1.0,1,1,0.0,1,0,0,12,1.03,11.0
32880,0.24627854581449443,1,1.1514547700424898,1,0,0,0,0.5,1,0,0.0,0,1,1,1,1.72,2.0
27662,0.29120667621996243,5,1.842190322854947,0,0,1,0,0.5,1,1,0.5,1,1,0,6,1.16,5.0
36588,0.3459762562611936,3,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,1,0,0,3,1.44,2.62
21018,0.2749075777424936,8,1.6094379124341003,1,0,0,0,0.5,1,1,0.0,1,0,0,8,1.25,3.75
15232,0.5138983423697507,3,1.169670209933831,0,1,0,0,1.0,1,1,0.0,1,0,0,3,1.72,2.1
35283,0.7213475204444817,10,3.126413072440569,0,0,1,1,1.0,1,1,0.0,1,0,0,10,1.01,21.0
28095,0.22569202144874392,4,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,0,0,4,1.5,2.5
14652,0.23699447183691388,11,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,1,0,0,11,1.83,1.83
38976,0.3001016285004131,12,1.6486586255873816,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.25,4.0
2240,0.18701699830334648,0,1.2126041772712242,1,0,0,1,0.5,1,0,0.0,0,0,0,0,1.615,2.2
14595,0.267546386419054,8,1.1169614273363062,0,1,0,0,0.5,1,1,1.0,1,0,0,9,1.8,1.9
31003,0.2506903984389969,1,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,1,0,0,1,1.44,2.62
30039,0.2452460618098304,1,1.183278213083103,1,0,0,1,0.5,1,1,0.0,1,0,0,1,1.66,2.1
1255,0.20325282050390903,0,1.1499634852588554,0,1,0,0,0.5,1,0,0.0,0,1,0,1,1.727,2.0
32655,0.43429448190325176,2,1.529395204760564,0,0,1,0,0.5,0,1,0.0,0,0,0,2,1.3,3.4
380,0.3898712452512801,10,1.4902285036519818,0,1,0,0,0.5,1,1,0.0,1,0,0,10,1.333,3.25
19020,0.7213475204444817,7,1.9330730022946325,0,1,0,1,0.5,1,1,0.0,1,0,0,7,1.12,5.5
22343,0.31066746727980593,2,1.2666713985415,0,1,0,0,0.5,1,1,0.0,1,0,0,3,1.53,2.37
1108,0.28599966750267436,2,1.1185964535884605,0,0,1,0,0.5,1,1,0.5,1,1,1,5,1.8,1.909
17844,0.35295612386476116,9,1.6094379124341003,0,0,1,1,0.5,1,1,1.0,1,0,0,9,1.25,3.75
33977,0.31465798044412485,6,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.4,2.75
22236,0.30692767643013485,11,1.8541025998021905,1,0,0,0,0.5,1,1,0.0,0,0,1,11,1.14,5.0
26991,0.30692767643013485,9,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,1,0,9,1.4,2.75
10289,0.3459762562611936,13,2.1982624601486394,0,0,1,1,0.5,1,1,1.0,1,1,0,13,1.07,7.5
2280,0.7213475204444817,5,2.0015529778181937,1,0,0,0,0.5,1,0,0.0,0,0,1,0,1.111,6.0
18128,0.28126641406272834,1,1.183278213083103,0,1,0,1,0.5,0,1,0.0,0,0,0,1,1.66,2.1
14558,0.24325728130826463,8,1.8541025998021905,1,0,0,1,0.5,0,1,0.0,0,0,0,8,1.14,5.0
14293,0.25973030217227155,5,1.7296456438601524,0,0,1,0,0.5,1,1,0.0,0,1,0,9,1.19,4.33
29615,0.24954251462921184,8,1.3401049786505161,1,0,0,0,0.5,1,1,0.0,1,0,0,8,1.44,2.62
1512,0.21762218018550925,10,1.233204014336522,0,1,0,0,0.5,1,1,0.5,1,0,1,9,1.571,2.25
5777,0.19538905998164785,0,1.1499634852588554,0,1,0,0,0.5,1,0,0.0,0,1,1,0,1.727,2.0
30631,0.24954251462921184,5,1.233469765560689,1,0,0,0,0.5,1,1,0.0,1,0,0,5,1.57,2.25
35378,0.21357795232369067,3,1.529395204760564,1,0,0,0,0.5,1,1,0.5,1,1,1,4,1.3,3.4
14170,0.18403591485650023,0,1.233469765560689,0,0,1,0,0.5,1,0,0.0,0,1,0,0,1.57,2.25
26367,0.3789231816899512,2,1.233469765560689,0,1,0,0,0.5,0,1,0.0,0,0,0,2,1.57,2.25
37593,0.40242960438184466,8,1.5548497221496973,0,0,1,1,0.5,1,1,0.0,0,0,0,8,1.28,3.5
17730,0.29120667621996243,8,1.6094379124341003,0,0,1,0,0.5,1,1,0.0,0,0,0,8,1.25,3.75
27441,0.36067376022224085,6,1.4364841056437456,1,0,0,1,0.5,0,1,0.0,0,0,0,6,1.36,3.0
15772,0.24044917348149392,6,1.2992829841302609,0,1,0,0,0.5,1,1,0.5,1,0,1,4,1.5,2.5
38634,0.3459762562611936,7,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.4,2.75
19908,0.21315835557367352,4,1.0986122886681098,0,1,0,0,0.5,1,1,0.5,1,0,1,3,1.83,1.83
8658,0.7213475204444817,3,1.4914668891843443,0,1,0,0,1.0,1,1,0.0,1,0,0,3,1.33,3.25
34373,0.30341307554227914,4,1.2992829841302609,0,1,0,1,0.5,1,1,0.0,0,1,0,4,1.5,2.5
14597,0.19802544836217253,13,1.3773256911371303,0,1,0,0,0.5,1,1,0.5,1,0,0,13,1.4,2.75
29736,0.5581106265512472,9,3.02662276057333,1,0,0,0,0.5,0,0,0.0,0,1,0,9,1.02,19.0
16662,0.318928988903801,7,1.2427034415076346,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.57,2.3
12573,0.25694917118487537,1,1.2666713985415,1,0,0,0,0.5,0,1,0.0,0,0,0,1,1.53,2.37
25144,0.2710850306818168,2,1.1514547700424898,0,0,1,1,0.5,0,1,0.0,0,0,0,2,1.72,2.0
14702,0.43429448190325176,6,1.6094379124341003,0,1,0,1,1.0,1,1,0.0,1,0,0,6,1.25,3.75
18389,0.28599966750267436,7,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,7,1.57,2.25
16162,0.7213475204444817,2,1.1514547700424898,0,0,1,1,0.5,0,1,0.0,0,0,0,2,1.72,2.0
32561,0.30692767643013485,10,1.529395204760564,0,0,1,0,0.5,1,1,1.0,1,1,0,11,1.3,3.4
3406,0.269282508064391,6,1.767473800388681,0,0,1,0,0.5,0,1,0.0,0,0,0,6,1.167,4.5
32160,0.2749075777424936,1,1.3773256911371303,1,0,0,1,0.5,1,1,0.0,0,0,1,1,1.4,2.75
7567,0.21762218018550925,3,1.4364841056437456,0,0,1,0,0.5,1,1,1.0,1,1,0,6,1.36,3.0
38531,0.3898712452512801,4,1.2554890038046065,0,1,0,0,1.0,1,1,0.0,1,0,0,4,1.57,2.37
23007,0.2227848098240302,8,1.1514547700424898,0,1,0,0,0.5,1,0,0.0,0,0,1,7,1.72,2.0
31888,0.3789231816899512,12,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.5,2.5
27602,0.318928988903801,13,3.02662276057333,0,0,1,0,0.5,1,1,0.0,1,0,0,13,1.02,19.0
21593,0.43429448190325176,11,2.3581549441488563,0,0,1,0,0.5,1,1,1.0,1,1,1,11,1.05,9.0
14190,0.31465798044412485,2,1.0986122886681098,0,0,1,0,0.5,1,1,0.0,1,0,0,2,1.83,1.83
8867,0.22953106112437666,13,1.7714394667370974,0,1,0,0,0.5,1,1,0.0,1,0,0,13,1.16,4.5
14584,0.2790553132756236,6,2.068012845856213,1,0,0,0,0.5,1,0,0.0,0,1,0,7,1.1,6.5
12599,0.21859304439100327,1,1.1514547700424898,0,1,0,0,0.5,1,1,1.0,1,0,0,2,1.72,2.0
10992,0.29401410379520604,11,1.8541025998021905,0,1,0,0,0.5,1,1,1.0,1,0,1,10,1.14,5.0
27017,0.5138983423697507,6,1.7601930032602204,0,1,0,1,0.5,1,1,0.0,0,0,0,6,1.18,4.5
37615,0.28126641406272834,2,1.2015602579205522,0,0,1,1,1.0,1,1,0.0,1,0,0,2,1.66,2.2
22362,0.5138983423697507,5,1.5548497221496973,0,1,0,1,1.0,1,1,0.0,1,0,0,6,1.28,3.5
3489,0.33380820069533407,2,1.1499634852588554,0,1,0,0,0.5,1,1,0.0,0,0,0,2,1.727,2.0
9480,0.30692767643013485,7,1.233469765560689,0,1,0,1,0.5,0,1,0.0,0,0,0,7,1.57,2.25
38802,0.31066746727980593,7,1.0986122886681098,0,1,0,1,0.5,1,0,0.0,0,1,0,7,1.83,1.83
20200,0.36067376022224085,8,1.7242535868626816,0,1,0,0,0.5,1,1,0.0,0,0,0,8,1.2,4.33
844,0.2181040551873126,4,1.233204014336522,0,1,0,0,0.5,0,1,0.0,0,0,0,4,1.571,2.25
31275,0.21714724095162588,0,1.2666713985415,0,1,0,0,0.5,1,1,1.0,1,1,1,5,1.53,2.37
16177,0.26425736993644544,2,2.068012845856213,0,1,0,1,0.5,1,1,1.0,1,1,1,2,1.1,6.5
8288,0.3396232718951086,13,2.068012845856213,0,1,0,0,0.5,1,1,0.0,1,0,0,13,1.1,6.5
14898,0.267546386419054,10,1.529395204760564,0,1,0,0,0.5,1,0,0.0,0,1,0,11,1.3,3.4
29586,0.6213349345596119,2,1.595275598621596,0,1,0,0,1.0,1,1,0.0,1,0,0,2,1.28,3.75
13970,0.25831776680732876,9,1.7714394667370974,0,0,1,0,0.5,1,1,1.0,1,0,0,10,1.16,4.5
19386,0.25433477814404226,6,1.233469765560689,0,0,1,0,1.0,1,1,0.0,1,0,0,6,1.57,2.25
28512,0.36926937306885504,3,1.6094379124341003,0,1,0,0,0.5,1,1,0.0,1,0,0,4,1.25,3.75
18607,0.23782951347935782,11,1.4364841056437456,0,1,0,0,0.5,1,1,0.5,1,0,1,11,1.36,3.0
30227,0.40242960438184466,13,1.5165308578475607,0,0,1,0,0.5,0,1,0.0,0,0,0,13,1.33,3.4
13253,0.2452460618098304,1,1.3401049786505161,1,0,0,0,1.0,1,1,0.0,1,0,0,1,1.44,2.62
22657,0.30692767643013485,5,1.2992829841302609,0,1,0,0,0.5,1,1,0.5,1,0,0,5,1.5,2.5
34307,0.318928988903801,7,1.5548497221496973,0,1,0,0,0.5,1,1,0.5,1,0,1,3,1.28,3.5
7519,0.2969742043733701,6,1.5686159179138452,0,0,1,0,0.5,1,1,0.5,1,1,1,6,1.25,3.5
2165,0.36926937306885504,3,1.1185964535884605,1,0,0,0,0.5,1,1,0.0,1,0,0,3,1.8,1.909
10601,0.31465798044412485,12,1.6636776813710972,0,1,0,0,0.5,1,1,0.5,1,0,1,12,1.22,4.0
430,0.4170323914242463,6,1.4349448702370742,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.364,3.0
1330,0.31465798044412485,12,1.6094379124341003,0,1,0,0,0.5,1,0,0.0,0,1,1,12,1.25,3.75
20120,0.22569202144874392,7,1.1514547700424898,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.72,2.0
19686,0.318928988903801,8,2.0022101937438457,0,1,0,0,0.5,1,1,0.0,0,0,0,8,1.11,6.0
20705,0.3284587387530511,10,1.8541025998021905,1,0,0,0,0.5,1,1,0.5,1,1,1,9,1.14,5.0
38961,0.23233849357411737,1,1.2554890038046065,0,1,0,0,0.5,1,1,1.0,1,0,1,1,1.57,2.37
7545,0.19058422188412896,0,1.7714394667370974,0,0,1,0,0.5,1,1,0.0,1,0,0,0,1.16,4.5
31856,0.269282508064391,6,1.7242535868626816,0,1,0,0,0.5,1,0,0.0,0,1,0,6,1.2,4.33
5045,0.269282508064391,3,1.3773256911371303,0,0,1,0,0.5,1,1,0.0,0,0,0,3,1.4,2.75
22575,0.6213349345596119,2,1.2554890038046065,0,1,0,1,0.5,0,1,0.0,0,0,0,2,1.57,2.37
33805,0.209243389805969,0,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,1,1,1,1.57,2.25
35973,0.33380820069533407,8,1.529395204760564,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.3,3.4
18488,0.30341307554227914,2,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,2,1.57,2.25
15750,0.318928988903801,5,1.3401049786505161,0,1,0,0,0.5,1,1,0.5,1,0,0,5,1.44,2.62
16145,0.7213475204444817,7,1.9330730022946325,0,0,1,0,0.5,1,1,0.0,1,0,0,7,1.12,5.5
37134,0.45511961331341866,3,1.4792622276565501,1,0,0,1,1.0,1,1,0.0,1,0,0,3,1.36,3.25
14224,0.24136313830927508,1,1.183278213083103,0,0,1,0,1.0,1,1,0.0,1,0,0,1,1.66,2.1
9525,0.28853900817779266,5,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,1,0,5,1.66,2.1
7602,0.4170323914242463,9,2.068012845856213,0,0,1,0,0.5,1,1,0.5,1,0,1,7,1.1,6.5
18153,0.22062394912909372,11,1.7242535868626816,0,1,0,0,0.5,1,1,0.5,1,1,0,11,1.2,4.33
13586,0.28599966750267436,13,2.068012845856213,1,0,0,0,1.0,1,1,0.5,1,0,0,13,1.1,6.5
39289,0.5581106265512472,12,2.191032607088298,0,1,0,0,0.5,1,0,0.0,0,1,0,12,1.08,7.5
28785,0.36067376022224085,4,1.3773256911371303,0,1,0,1,0.5,1,1,0.0,0,1,0,5,1.4,2.75
8555,0.23161615589971676,10,1.6240842279513394,0,0,1,0,0.5,1,0,0.0,0,0,0,10,1.22,3.75
33887,0.30341307554227914,5,1.6094379124341003,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.25,3.75
31964,0.25562221863533147,6,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,0,1,5,1.5,2.5
27667,0.23459420572161058,1,1.406025942982486,0,0,1,0,0.5,1,1,0.5,1,0,0,1,1.38,2.87
12431,0.43429448190325176,4,1.2992829841302609,0,1,0,1,0.5,0,1,0.0,0,0,0,4,1.5,2.5
35319,0.3898712452512801,11,1.9205280757838963,0,0,1,0,1.0,1,1,0.0,1,0,0,11,1.14,5.5
17298,0.28599966750267436,12,1.5548497221496973,1,0,0,0,0.5,1,1,0.0,1,0,0,12,1.28,3.5
21456,0.22168724132403095,11,1.3773256911371303,0,0,1,0,0.5,1,0,0.0,0,0,1,3,1.4,2.75
36922,0.2969742043733701,8,1.1514547700424898,0,1,0,0,1.0,1,1,0.0,1,0,0,8,1.72,2.0
20554,0.2749075777424936,7,1.1169614273363062,1,0,0,0,0.5,1,0,0.0,0,1,0,8,1.8,1.9
17911,0.30341307554227914,4,1.2666713985415,0,0,1,1,0.5,1,1,0.0,0,0,0,4,1.53,2.37
26843,0.3789231816899512,4,1.2138616364551833,1,0,0,0,0.5,0,1,0.0,0,0,0,4,1.61,2.2
5575,0.21762218018550925,3,1.1499634852588554,0,1,0,0,0.5,1,1,1.0,1,1,0,4,1.727,2.0
15454,0.36067376022224085,10,2.6994323154828206,0,1,0,1,0.5,1,1,0.0,1,0,0,10,1.01,13.0
27889,0.31066746727980593,11,1.7601930032602204,0,0,1,1,0.5,1,1,0.0,0,0,0,11,1.18,4.5
12348,0.4170323914242463,9,1.5686159179138452,0,1,0,1,0.5,1,1,0.5,1,0,0,9,1.25,3.5
32091,0.33380820069533407,10,1.7242535868626816,1,0,0,1,1.0,1,1,1.0,1,1,0,11,1.2,4.33
12802,0.2473379469500514,13,1.8541025998021905,0,1,0,0,0.5,1,1,1.0,1,1,1,13,1.14,5.0
29770,0.2201045822301589,1,1.2138616364551833,1,0,0,1,0.5,1,0,0.0,0,1,0,1,1.61,2.2
13114,0.2749075777424936,13,1.183278213083103,1,0,0,1,0.5,1,0,0.0,0,1,0,13,1.66,2.1
26263,0.45511961331341866,2,1.183278213083103,0,1,0,1,0.5,0,1,0.0,0,0,0,2,1.66,2.1
2923,0.6213349345596119,5,2.0015529778181937,0,1,0,0,1.0,1,1,0.0,1,0,0,5,1.111,6.0
32877,0.19931118704250333,13,1.183278213083103,1,0,0,1,0.5,1,0,0.0,0,1,0,13,1.66,2.1
